Timestamp,Building_ID,Building_Type,Energy_Usage_kWh,Occupancy_Level,Temperature,Humidity,Solar_Radiation,Battery_Level,Grid_Status,Critical_Load,Energy_Priority,Event_Type
2026-05-25 10:00,SC-002,School,49.8,79,34.1,49.5,7.8,97,Stable,True,Medium,Normal
2026-05-25 10:00,CC-003,Community Center,29.3,2,33.4,58.6,7.4,89,Stable,False,Low,Normal
2026-05-25 11:00,HC-001,Health Center,65.3,39,39.2,46.9,8.6,93,Stable,True,Critical,Normal
2026-05-25 11:00,SC-002,School,62.4,68,39.3,55.4,8.2,98,Stable,True,Medium,Normal
2026-05-25 11:00,CC-003,Community Center,40.7,1,38.3,46.9,8.7,94,Stable,False,Low,Normal
2026-05-25 12:00,HC-001,Health Center,53.8,31,35.0,57.0,8.6,96,Stable,True,Critical,Normal
2026-05-25 12:00,SC-002,School,55.6,135,33.6,60.3,8.5,91,Stable,True,Medium,Normal
2026-05-25 12:00,CC-003,Community Center,39.6,2,37.4,44.7,8.7,95,Stable,False,Low,Normal
2026-05-25 13:00,HC-001,Health Center,59.3,35,35.9,60.2,8.5,97,Stable,True,Critical,Normal
2026-05-25 13:00,SC-002,School,54.6,119,33.8,54.5,8.7,89,Stable,True,Medium,Normal
2026-05-25 13:00,CC-003,Community Center,2.3,0,36.2,44.7,8.8,93,Stable,False,Low,Normal
2026-05-25 14:00,HC-001,Health Center,50.2,39,33.2,51.0,7.6,91,Stable,True,Critical,Normal
2026-05-25 14:00,SC-002,School,66.7,99,38.9,45.4,7.4,68,Unstable,True,Medium,Normal
2026-05-25 14:00,CC-003,Community Center,34.8,3,34.7,56.7,7.8,96,Stable,False,Low,Normal
2026-05-25 15:00,HC-001,Health Center,60.5,20,37.3,57.9,6.3,89,Stable,True,Critical,Normal
2026-05-25 15:00,SC-002,School,46.8,59,35.0,44.2,6.2,94,Stable,True,Medium,Normal
2026-05-25 15:00,CC-003,Community Center,43.0,45,36.4,52.6,6.1,94,Stable,False,Low,Normal
2026-05-25 16:00,HC-001,Health Center,61.5,42,36.6,59.1,4.4,95,Stable,True,Critical,Normal
2026-05-25 16:00,SC-002,School,3.2,0,34.2,61.7,4.3,92,Stable,False,Low,Normal
2026-05-25 16:00,CC-003,Community Center,53.7,53,39.3,52.8,4.6,98,Stable,False,Low,Normal
2026-05-25 17:00,HC-001,Health Center,63.4,22,38.0,62.0,2.3,77,Stable,True,Critical,Normal
2026-05-25 17:00,SC-002,School,1.3,0,39.1,53.2,2.5,67,Stable,False,Low,Normal
2026-05-25 17:00,CC-003,Community Center,52.7,57,38.8,50.3,2.3,65,Stable,False,Low,Normal
2026-05-25 18:00,HC-001,Health Center,35.5,12,27.9,85.3,0.0,68,Stable,True,Critical,Normal
2026-05-25 18:00,SC-002,School,2.8,0,29.2,78.9,0.2,83,Stable,False,Low,Normal
2026-05-25 18:00,CC-003,Community Center,16.3,45,25.9,78.5,0.0,82,Stable,False,Low,Normal
2026-05-25 19:00,HC-001,Health Center,33.1,34,26.3,78.8,0.0,70,Stable,True,Critical,Normal
2026-05-25 19:00,SC-002,School,2.1,0,25.7,85.2,0.0,74,Stable,False,Low,Normal
2026-05-25 19:00,CC-003,Community Center,15.4,33,26.8,85.0,0.0,71,Stable,False,Low,Normal
2026-05-25 20:00,HC-001,Health Center,32.2,12,27.1,77.3,0.0,76,Stable,True,Critical,Normal
2026-05-25 20:00,SC-002,School,2.9,0,26.6,76.0,0.0,72,Stable,False,Low,Normal
2026-05-25 20:00,CC-003,Community Center,21.5,45,28.8,78.9,0.0,77,Stable,False,Low,Normal
2026-05-25 21:00,HC-001,Health Center,33.6,33,26.9,80.3,0.0,82,Stable,True,Critical,Normal
2026-05-25 21:00,SC-002,School,1.5,0,26.6,74.3,0.0,78,Stable,False,Low,Normal
2026-05-25 21:00,CC-003,Community Center,25.2,78,27.7,84.3,0.0,75,Stable,False,Low,Normal
2026-05-25 22:00,HC-001,Health Center,33.3,15,26.1,78.8,0.0,74,Stable,True,Critical,Normal
2026-05-25 22:00,SC-002,School,1.5,0,28.7,76.0,0.0,70,Stable,False,Low,Normal
2026-05-25 22:00,CC-003,Community Center,1.5,0,25.8,71.9,0.0,77,Stable,False,Low,Normal
2026-05-25 23:00,HC-001,Health Center,42.0,21,29.4,74.3,0.0,74,Stable,True,Critical,Normal
2026-05-25 23:00,SC-002,School,3.0,0,28.6,87.1,0.0,76,Stable,False,Low,Normal
2026-05-25 23:00,CC-003,Community Center,9.3,3,26.3,75.5,0.0,65,Stable,False,Low,Normal
2026-05-26 00:00,HC-001,Health Center,35.4,40,25.5,73.0,0.0,82,Stable,True,Critical,Normal
2026-05-26 00:00,SC-002,School,2.5,0,28.8,78.3,0.0,77,Stable,False,Low,Normal
2026-05-26 00:00,CC-003,Community Center,18.0,3,28.3,75.5,0.0,68,Stable,False,Low,Normal
2026-05-26 01:00,HC-001,Health Center,36.7,16,28.4,70.6,0.0,70,Stable,True,Critical,Normal
2026-05-26 01:00,SC-002,School,3.2,0,28.6,75.8,0.0,82,Stable,False,Low,Normal
2026-05-26 01:00,CC-003,Community Center,8.8,4,25.8,79.8,0.0,69,Stable,False,Low,Normal
2026-05-26 02:00,HC-001,Health Center,34.7,38,26.9,79.9,0.0,82,Stable,True,Critical,Normal
2026-05-26 02:00,SC-002,School,2.0,0,26.0,76.4,0.0,69,Stable,False,Low,Normal
2026-05-26 02:00,CC-003,Community Center,2.1,0,29.0,78.1,0.0,71,Stable,False,Low,Normal
2026-05-26 03:00,HC-001,Health Center,39.4,27,28.0,87.4,0.0,73,Stable,True,Critical,Normal
2026-05-26 03:00,SC-002,School,2.3,0,26.8,76.8,0.0,67,Stable,False,Low,Normal
2026-05-26 03:00,CC-003,Community Center,8.6,3,25.8,74.6,0.0,76,Stable,False,Low,Normal
2026-05-26 04:00,HC-001,Health Center,34.8,36,26.7,74.4,0.0,84,Stable,True,Critical,Normal
2026-05-26 04:00,SC-002,School,2.0,0,26.8,78.2,0.0,78,Stable,False,Low,Normal
2026-05-26 04:00,CC-003,Community Center,3.1,0,28.4,83.7,0.0,72,Stable,False,Low,Normal
2026-05-26 05:00,HC-001,Health Center,35.9,12,28.1,73.7,0.0,76,Stable,True,Critical,Normal
2026-05-26 05:00,SC-002,School,2.5,0,29.0,82.8,0.0,71,Stable,False,Low,Normal
2026-05-26 05:00,CC-003,Community Center,15.6,4,27.4,70.4,0.0,73,Stable,False,Low,Normal
2026-05-26 06:00,HC-001,Health Center,53.7,31,33.8,50.8,0.0,76,Stable,True,Critical,Normal
2026-05-26 06:00,SC-002,School,2.5,0,37.6,58.3,0.1,68,Stable,False,Low,Normal
2026-05-26 06:00,CC-003,Community Center,39.5,4,37.9,49.1,0.0,69,Stable,False,Low,Normal
2026-05-26 07:00,HC-001,Health Center,62.5,40,36.6,53.8,2.5,73,Stable,True,Critical,Normal
2026-05-26 07:00,SC-002,School,64.6,107,38.0,46.3,2.2,71,Stable,True,Medium,Normal
2026-05-26 07:00,CC-003,Community Center,37.3,1,36.2,57.6,2.4,78,Stable,False,Low,Normal
2026-05-26 08:00,HC-001,Health Center,58.8,13,36.4,43.1,4.2,91,Stable,True,Critical,Normal
2026-05-26 08:00,SC-002,School,62.6,129,35.8,59.9,4.3,93,Stable,True,Medium,Normal
2026-05-26 08:00,CC-003,Community Center,30.7,4,33.2,46.2,4.7,98,Stable,False,Low,Normal
2026-05-26 09:00,HC-001,Health Center,56.2,44,33.7,60.4,6.4,88,Stable,True,Critical,Normal
2026-05-26 09:00,SC-002,School,43.9,65,33.2,49.4,6.0,88,Stable,True,Medium,Normal
2026-05-26 09:00,CC-003,Community Center,38.5,2,37.1,57.2,6.1,96,Stable,False,Low,Normal
2026-05-26 10:00,HC-001,Health Center,55.3,28,35.0,48.7,7.5,95,Stable,True,Critical,Normal
2026-05-26 10:00,SC-002,School,50.8,53,36.3,61.0,7.7,88,Stable,True,Medium,Normal
2026-05-26 10:00,CC-003,Community Center,2.9,0,38.9,44.7,7.8,98,Stable,False,Low,Normal
2026-05-26 11:00,HC-001,Health Center,53.4,15,34.6,45.7,8.6,89,Stable,True,Critical,Normal
2026-05-26 11:00,SC-002,School,57.9,100,35.7,52.4,8.5,91,Stable,True,Medium,Normal
2026-05-26 11:00,CC-003,Community Center,3.2,0,37.9,43.7,8.7,88,Stable,False,Low,Normal
2026-05-26 12:00,HC-001,Health Center,54.7,44,34.5,46.1,8.8,89,Stable,True,Critical,Normal
2026-05-26 12:00,SC-002,School,56.2,127,33.5,61.8,8.6,92,Stable,True,Medium,Normal
2026-05-26 12:00,CC-003,Community Center,33.3,2,34.9,62.5,8.8,95,Stable,False,Low,Normal
2026-05-26 13:00,HC-001,Health Center,52.6,36,34.0,49.9,8.8,93,Stable,True,Critical,Normal
2026-05-26 13:00,SC-002,School,60.1,77,39.0,61.4,8.7,66,Unstable,True,Medium,Normal
2026-05-26 13:00,CC-003,Community Center,3.0,0,38.3,53.4,8.5,64,Unstable,False,Low,Normal
2026-05-26 14:00,HC-001,Health Center,59.7,21,37.1,47.7,7.7,89,Stable,True,Critical,Normal
2026-05-26 14:00,SC-002,School,63.8,85,38.7,56.8,7.9,63,Unstable,True,Medium,Normal
2026-05-26 14:00,CC-003,Community Center,41.5,2,38.2,55.8,7.6,57,Unstable,False,Low,Normal
2026-05-26 15:00,HC-001,Health Center,51.7,29,34.2,62.8,6.1,93,Stable,True,Critical,Normal
2026-05-26 15:00,SC-002,School,57.4,55,38.8,47.6,6.5,66,Unstable,True,Medium,Normal
2026-05-26 15:00,CC-003,Community Center,43.4,52,36.5,56.1,6.4,92,Stable,False,Low,Normal
2026-05-26 16:00,HC-001,Health Center,63.9,18,38.2,43.1,4.3,93,Stable,True,Critical,Normal
2026-05-26 16:00,SC-002,School,1.2,0,38.8,44.4,4.4,98,Stable,False,Low,Normal
2026-05-26 16:00,CC-003,Community Center,44.4,62,35.1,42.1,4.3,93,Stable,False,Low,Normal
2026-05-26 17:00,HC-001,Health Center,53.4,23,33.7,63.0,2.1,77,Stable,True,Critical,Normal
2026-05-26 17:00,SC-002,School,3.2,0,34.5,58.8,2.6,65,Stable,False,Low,Normal
2026-05-26 17:00,CC-003,Community Center,44.0,65,35.8,58.5,2.2,73,Stable,False,Low,Normal
2026-05-26 18:00,HC-001,Health Center,42.9,36,28.8,79.2,0.2,76,Stable,True,Critical,Normal
2026-05-26 18:00,SC-002,School,2.0,0,28.9,75.4,0.0,76,Stable,False,Low,Normal
2026-05-26 18:00,CC-003,Community Center,13.9,41,25.5,72.7,0.0,68,Stable,False,Low,Normal
2026-05-26 19:00,HC-001,Health Center,37.0,44,27.5,75.1,0.0,83,Stable,True,Critical,Normal
2026-05-26 19:00,SC-002,School,3.1,0,27.2,76.8,0.0,80,Stable,False,Low,Normal
2026-05-26 19:00,CC-003,Community Center,15.6,47,26.4,83.6,0.0,76,Stable,False,Low,Normal
2026-05-26 20:00,HC-001,Health Center,31.5,20,26.0,79.7,0.0,65,Stable,True,Critical,Normal
2026-05-26 20:00,SC-002,School,1.4,0,26.9,71.4,0.0,68,Stable,False,Low,Normal
2026-05-26 20:00,CC-003,Community Center,21.9,30,29.3,70.3,0.0,73,Stable,False,Low,Normal
2026-05-26 21:00,HC-001,Health Center,30.3,13,26.8,71.8,0.0,71,Stable,True,Critical,Normal
2026-05-26 21:00,SC-002,School,2.9,0,27.6,77.4,0.0,74,Stable,False,Low,Normal
2026-05-26 21:00,CC-003,Community Center,25.4,62,28.3,86.8,0.0,77,Stable,False,Low,Normal
2026-05-26 22:00,HC-001,Health Center,35.8,20,27.0,81.5,0.0,72,Stable,True,Critical,Normal
2026-05-26 22:00,SC-002,School,2.6,0,29.4,84.4,0.0,84,Stable,False,Low,Normal
2026-05-26 22:00,CC-003,Community Center,21.4,2,29.3,78.4,0.0,74,Stable,False,Low,Normal
2026-05-26 23:00,HC-001,Health Center,33.6,27,26.5,76.5,0.0,74,Stable,True,Critical,Normal
2026-05-26 23:00,SC-002,School,2.5,0,27.5,72.0,0.0,72,Stable,False,Low,Normal
2026-05-26 23:00,CC-003,Community Center,2.4,0,26.7,85.8,0.0,84,Stable,False,Low,Normal
2026-05-27 00:00,HC-001,Health Center,34.8,35,26.6,84.1,0.0,79,Stable,True,Critical,Normal
2026-05-27 00:00,SC-002,School,2.9,0,25.6,73.0,0.0,65,Stable,False,Low,Normal
2026-05-27 00:00,CC-003,Community Center,16.5,4,27.9,79.2,0.0,79,Stable,False,Low,Normal
2026-05-27 01:00,HC-001,Health Center,38.9,37,27.5,78.8,0.0,81,Stable,True,Critical,Normal
2026-05-27 01:00,SC-002,School,2.8,0,25.7,81.3,0.0,77,Stable,False,Low,Normal
2026-05-27 01:00,CC-003,Community Center,10.7,2,26.6,87.0,0.0,76,Stable,False,Low,Normal
2026-05-27 02:00,HC-001,Health Center,41.8,34,29.1,80.4,0.0,67,Stable,True,Critical,Normal
2026-05-27 02:00,SC-002,School,1.6,0,26.5,79.7,0.0,83,Stable,False,Low,Normal
2026-05-27 02:00,CC-003,Community Center,11.6,3,26.1,70.9,0.0,69,Stable,False,Low,Normal
2026-05-27 03:00,HC-001,Health Center,36.6,25,27.5,71.1,0.0,67,Stable,True,Critical,Normal
2026-05-27 03:00,SC-002,School,3.2,0,29.4,73.4,0.0,69,Stable,False,Low,Normal
2026-05-27 03:00,CC-003,Community Center,10.0,4,26.5,70.6,0.0,73,Stable,False,Low,Normal
2026-05-27 04:00,HC-001,Health Center,34.5,18,28.2,83.4,0.0,70,Stable,True,Critical,Normal
2026-05-27 04:00,SC-002,School,1.4,0,28.5,83.0,0.0,80,Stable,False,Low,Normal
2026-05-27 04:00,CC-003,Community Center,11.4,1,26.5,72.4,0.0,74,Stable,False,Low,Normal
2026-05-27 05:00,HC-001,Health Center,40.3,30,28.4,85.0,0.0,80,Stable,True,Critical,Normal
2026-05-27 05:00,SC-002,School,2.9,0,27.0,72.8,0.0,67,Stable,False,Low,Normal
2026-05-27 05:00,CC-003,Community Center,16.8,1,28.0,75.4,0.0,82,Stable,False,Low,Normal
2026-05-27 06:00,HC-001,Health Center,59.9,12,37.1,47.2,0.0,75,Stable,True,Critical,Normal
2026-05-27 06:00,SC-002,School,1.8,0,36.5,49.8,0.2,83,Stable,False,Low,Normal
2026-05-27 06:00,CC-003,Community Center,27.6,1,33.6,47.3,0.0,79,Stable,False,Low,Normal
2026-05-27 07:00,HC-001,Health Center,60.7,24,38.4,52.3,2.4,75,Stable,True,Critical,Normal
2026-05-27 07:00,SC-002,School,56.0,93,35.1,50.6,2.0,74,Stable,True,Medium,Normal
2026-05-27 07:00,CC-003,Community Center,2.7,0,34.2,62.7,2.1,73,Stable,False,Low,Normal
2026-05-27 08:00,HC-001,Health Center,52.5,34,33.3,43.2,4.1,90,Stable,True,Critical,Normal
2026-05-27 08:00,SC-002,School,61.9,123,36.8,45.0,4.3,94,Stable,True,Medium,Normal
2026-05-27 08:00,CC-003,Community Center,2.0,0,37.4,43.1,4.5,96,Stable,False,Low,Normal
2026-05-27 09:00,HC-001,Health Center,52.2,26,33.1,55.1,6.3,89,Stable,True,Critical,Normal
2026-05-27 09:00,SC-002,School,52.1,72,36.3,43.1,6.3,99,Stable,True,Medium,Normal
2026-05-27 09:00,CC-003,Community Center,33.5,3,34.5,59.6,6.3,94,Stable,False,Low,Normal
2026-05-27 10:00,HC-001,Health Center,57.2,12,37.2,52.8,7.5,92,Stable,True,Critical,Normal
2026-05-27 10:00,SC-002,School,53.4,121,34.1,53.1,7.5,95,Stable,True,Medium,Normal
2026-05-27 10:00,CC-003,Community Center,40.7,2,37.5,53.8,7.4,91,Stable,False,Low,Normal
2026-05-27 11:00,HC-001,Health Center,54.9,25,35.5,45.6,8.7,88,Stable,True,Critical,Normal
2026-05-27 11:00,SC-002,School,70.6,130,39.1,46.2,8.6,98,Stable,True,Medium,Normal
2026-05-27 11:00,CC-003,Community Center,31.4,1,33.9,48.7,8.3,97,Stable,False,Low,Normal
2026-05-27 12:00,HC-001,Health Center,54.1,17,35.2,54.5,8.6,95,Stable,True,Critical,Normal
2026-05-27 12:00,SC-002,School,55.7,118,33.7,46.4,9.0,93,Stable,True,Medium,Normal
2026-05-27 12:00,CC-003,Community Center,43.7,2,39.0,44.4,8.9,95,Stable,False,Low,Normal
2026-05-27 13:00,HC-001,Health Center,64.8,40,38.7,62.4,8.6,63,Unstable,True,Critical,Normal
2026-05-27 13:00,SC-002,School,59.8,131,34.7,42.5,8.4,95,Stable,True,Medium,Normal
2026-05-27 13:00,CC-003,Community Center,39.8,4,37.3,58.9,8.4,95,Stable,False,Low,Normal
2026-05-27 14:00,HC-001,Health Center,60.5,26,38.3,58.5,7.9,56,Unstable,True,Critical,Normal
2026-05-27 14:00,SC-002,School,56.1,65,36.6,48.2,7.8,88,Stable,True,Medium,Normal
2026-05-27 14:00,CC-003,Community Center,2.3,0,36.4,44.8,7.5,91,Stable,False,Low,Normal
2026-05-27 15:00,HC-001,Health Center,58.0,44,34.6,45.1,6.4,94,Stable,True,Critical,Normal
2026-05-27 15:00,SC-002,School,47.7,59,33.6,56.6,6.4,98,Stable,True,Medium,Normal
2026-05-27 15:00,CC-003,Community Center,48.2,43,38.8,55.5,6.1,61,Unstable,False,Low,Normal
2026-05-27 16:00,HC-001,Health Center,62.7,14,38.9,58.4,4.4,90,Stable,True,Critical,Normal
2026-05-27 16:00,SC-002,School,2.0,0,37.1,61.7,4.2,90,Stable,False,Low,Normal
2026-05-27 16:00,CC-003,Community Center,41.6,60,35.2,56.5,4.2,93,Stable,False,Low,Normal
2026-05-27 17:00,HC-001,Health Center,55.8,15,35.3,45.3,2.4,69,Stable,True,Critical,Normal
2026-05-27 17:00,SC-002,School,2.8,0,37.7,47.1,2.1,75,Stable,False,Low,Normal
2026-05-27 17:00,CC-003,Community Center,45.5,35,38.8,59.7,2.5,71,Stable,False,Low,Normal
2026-05-27 18:00,HC-001,Health Center,42.7,44,29.0,73.8,0.3,67,Stable,True,Critical,Normal
2026-05-27 18:00,SC-002,School,3.2,0,28.6,71.3,0.0,75,Stable,False,Low,Normal
2026-05-27 18:00,CC-003,Community Center,23.5,52,28.1,82.7,0.0,81,Stable,False,Low,Normal
2026-05-27 19:00,HC-001,Health Center,35.9,43,25.8,77.2,0.0,75,Stable,True,Critical,Normal
2026-05-27 19:00,SC-002,School,2.7,0,26.1,86.6,0.0,79,Stable,False,Low,Normal
2026-05-27 19:00,CC-003,Community Center,23.1,40,29.1,81.7,0.0,83,Stable,False,Low,Normal
2026-05-27 20:00,HC-001,Health Center,35.4,20,27.9,71.6,0.0,72,Stable,True,Critical,Normal
2026-05-27 20:00,SC-002,School,2.6,0,25.5,87.1,0.0,80,Stable,False,Low,Normal
2026-05-27 20:00,CC-003,Community Center,15.4,35,25.9,74.7,0.0,79,Stable,False,Low,Normal
2026-05-27 21:00,HC-001,Health Center,36.7,17,28.2,76.1,0.0,67,Stable,True,Critical,Normal
2026-05-27 21:00,SC-002,School,2.6,0,25.5,77.2,0.0,70,Stable,False,Low,Normal
2026-05-27 21:00,CC-003,Community Center,22.4,73,26.1,70.9,0.0,67,Stable,False,Low,Normal
2026-05-27 22:00,HC-001,Health Center,36.9,38,27.7,78.9,0.0,69,Stable,True,Critical,Normal
2026-05-27 22:00,SC-002,School,1.5,0,28.3,72.2,0.0,65,Stable,False,Low,Normal
2026-05-27 22:00,CC-003,Community Center,15.3,4,28.1,77.2,0.0,78,Stable,False,Low,Normal
2026-05-27 23:00,HC-001,Health Center,32.8,23,26.4,76.3,0.0,76,Stable,True,Critical,Normal
2026-05-27 23:00,SC-002,School,1.9,0,28.3,83.9,0.0,77,Stable,False,Low,Normal
2026-05-27 23:00,CC-003,Community Center,12.4,4,26.4,84.5,0.0,78,Stable,False,Low,Normal
2026-05-28 00:00,HC-001,Health Center,32.7,32,26.8,72.8,0.0,76,Stable,True,Critical,Normal
2026-05-28 00:00,SC-002,School,2.2,0,28.5,76.6,0.0,77,Stable,False,Low,Normal
2026-05-28 00:00,CC-003,Community Center,1.9,0,28.1,76.7,0.0,70,Stable,False,Low,Normal
2026-05-28 01:00,HC-001,Health Center,39.8,28,28.9,72.7,0.0,79,Stable,True,Critical,Normal
2026-05-28 01:00,SC-002,School,2.0,0,28.1,84.4,0.0,80,Stable,False,Low,Normal
2026-05-28 01:00,CC-003,Community Center,14.5,4,27.8,82.7,0.0,73,Stable,False,Low,Normal
2026-05-28 02:00,HC-001,Health Center,33.5,21,25.9,73.4,0.0,72,Stable,True,Critical,Normal
2026-05-28 02:00,SC-002,School,1.6,0,27.0,76.6,0.0,69,Stable,False,Low,Normal
2026-05-28 02:00,CC-003,Community Center,13.0,1,26.6,71.9,0.0,79,Stable,False,Low,Normal
2026-05-28 03:00,HC-001,Health Center,35.2,24,26.5,81.3,0.0,71,Stable,True,Critical,Normal
2026-05-28 03:00,SC-002,School,2.3,0,29.4,72.2,0.0,81,Stable,False,Low,Normal
2026-05-28 03:00,CC-003,Community Center,15.4,2,27.1,87.7,0.0,80,Stable,False,Low,Normal
2026-05-28 04:00,HC-001,Health Center,37.3,21,29.1,84.1,0.0,75,Stable,True,Critical,Normal
2026-05-28 04:00,SC-002,School,2.2,0,28.0,77.0,0.0,71,Stable,False,Low,Normal
2026-05-28 04:00,CC-003,Community Center,2.1,0,28.7,80.4,0.0,75,Stable,False,Low,Normal
2026-05-28 05:00,HC-001,Health Center,31.8,14,27.5,86.4,0.0,66,Stable,True,Critical,Normal
2026-05-28 05:00,SC-002,School,2.1,0,27.8,80.0,0.0,66,Stable,False,Low,Normal
2026-05-28 05:00,CC-003,Community Center,13.9,2,27.5,73.1,0.0,70,Stable,False,Low,Normal
2026-05-28 06:00,HC-001,Health Center,52.1,14,34.3,50.0,0.2,67,Stable,True,Critical,Normal
2026-05-28 06:00,SC-002,School,3.1,0,37.7,59.7,0.2,65,Stable,False,Low,Normal
2026-05-28 06:00,CC-003,Community Center,1.4,0,34.8,55.5,0.2,84,Stable,False,Low,Normal
2026-05-28 07:00,HC-001,Health Center,47.5,13,33.2,55.7,2.2,80,Stable,True,Critical,Normal
2026-05-28 07:00,SC-002,School,63.6,124,37.2,60.2,2.2,78,Stable,True,Medium,Normal
2026-05-28 07:00,CC-003,Community Center,30.9,1,34.2,60.8,2.3,81,Stable,False,Low,Normal
2026-05-28 08:00,HC-001,Health Center,68.8,44,39.1,61.3,4.7,89,Stable,True,Critical,Normal
2026-05-28 08:00,SC-002,School,66.2,107,39.2,44.0,4.3,96,Stable,True,Medium,Normal
2026-05-28 08:00,CC-003,Community Center,40.5,1,38.9,53.4,4.7,91,Stable,False,Low,Normal
2026-05-28 09:00,HC-001,Health Center,56.1,22,35.4,57.6,6.1,90,Stable,True,Critical,Normal
2026-05-28 09:00,SC-002,School,50.4,87,33.1,57.9,6.5,95,Stable,True,Medium,Normal
2026-05-28 09:00,CC-003,Community Center,43.3,2,39.0,54.7,6.3,91,Stable,False,Low,Normal
2026-05-28 10:00,HC-001,Health Center,55.9,18,35.8,45.5,7.6,94,Stable,True,Critical,Normal
2026-05-28 10:00,SC-002,School,57.1,50,39.3,58.7,7.7,92,Stable,True,Medium,Normal
2026-05-28 10:00,CC-003,Community Center,42.5,1,39.3,57.1,7.5,92,Stable,False,Low,Normal
2026-05-28 11:00,HC-001,Health Center,62.9,32,38.5,43.8,8.4,98,Stable,True,Critical,Normal
2026-05-28 11:00,SC-002,School,58.3,128,34.9,51.7,8.3,93,Stable,True,Medium,Normal
2026-05-28 11:00,CC-003,Community Center,36.7,2,35.5,45.7,8.3,99,Stable,False,Low,Normal
2026-05-28 12:00,HC-001,Health Center,61.8,14,38.5,49.1,8.7,91,Stable,True,Critical,Normal
2026-05-28 12:00,SC-002,School,54.3,104,35.1,42.4,9.0,89,Stable,True,Medium,Normal
2026-05-28 12:00,CC-003,Community Center,30.0,3,34.1,50.4,8.9,93,Stable,False,Low,Normal
2026-05-28 13:00,HC-001,Health Center,56.8,17,36.6,53.5,8.3,92,Stable,True,Critical,Normal
2026-05-28 13:00,SC-002,School,64.6,91,39.1,55.0,8.7,47,Unstable,True,Medium,Normal
2026-05-28 13:00,CC-003,Community Center,39.1,1,37.5,55.9,8.6,91,Stable,False,Low,Normal
